basiparachromatin Marsipobranchiata 
atrip tapir 
parity piraty 
Apis pais pasi saip 
Piast Stipa tapis 
atip pita 
air Ira ria 
aurir urari 
Warri wirra 
Rais rais sair sari 
arsis Sarsi 
Russia russia 
arist astir sitar stair stria tarsi tisar Trias 
artist strait strati 
Travis travis 
Arius Asuri 
airt Rita rita tari tiar 
ratti titar trait 
arui Uria 
Ravi riva vair vari Vira 
airy yair 
Izar izar zira 
sai Sia 
assist stasis 
atis Sita tsia 
Swati waist 
Avis Siva siva visa 
Axis axis 
ait Ati Ita Tai tai 
Tait tait 
Itza tiza zati 
iva Vai via 
Jarl jarl 
Jam jam 
majoon moonja 
Jarmo Major major 
Janos Jason Jonas Sonja 
jarnut jurant 
jantu jaunt junta 
jaun Juan 
Soja soja 
jato jota 
Jap jap 
jaup puja 
jar Raj raj 
Jat taj 
Jay jay 
ak ka 
kokan konak 
alk Lak lak 
Klan lank 
Klaxon klaxon 
kalo kola loka 
lokao oolak 
skoal sloka 
outwalk walkout 
Karl kral lark 
lask skal 
Klaus Lukas sulka 
lawk walk 
alky laky 
trankum Turkman 
Kuman naumk 
amok mako 
Marko marok 
Mark mark 
kasm mask 
kusam Sumak 
kan nak 
kona nako 
Koran krona 
knap pank 
knar kran nark rank 
kans sank 
ankus Kusan 
Kuan kuan 
ako koa oak oka 
oopak pooka 
Karroo karroo 
karo Kora kora okra roka 
krosa Oskar 
Kotar tarok 
awork Korwa 
asok soak soka 
Otyak Tokay tokay 
kayo oaky 
ark Kra kra 
Askr kras sark 
Karst karst skart stark 
starky straky 
kraut tukra 
Kuar raku rauk 
kyar yark 
ask Sak 
Skat skat task 
kusa skua 
Katy kyat taky 
aku Auk auk Kua 
Kay kay yak 
Al al la 
allonym malonyl 
Walloon walloon 
lalo Lola olla 
Apollo palolo 
payroll polarly 
Salol salol 
sallow swallo 
soally Sollya 
allot atoll 
alloy loyal 
Psylla psylla 
lastly saltly 
Sally sally 
Lula ulla 
Ally ally 
lam mal 
lammy malmy 
nonmolar nonmoral 
Almon almon monal 
lampoon pomonal 
monotypal toponymal 
almonry Romanly 
Salmon salmon 
Solanum solanum 
amylon onymal 
lanum manul 
loam loma malo Mola mola olam 
myopolar playroom 
mopla palmo 
myoplasty polymasty 
molar moral romal 
morals morsal 
amyrol molary 
Salmo Somal somal 
latomy tyloma 
amylo loamy 
lamp palm 
plasm psalm slamp 
ampul pluma 
amply palmy 
Malurus ramulus 
mutulary tumulary 
mural rumal 
alms Salm slam 
Lamus Malus musal slaum 
Lamut Tamul 
mutual umlaut 
alum maul 
amyl lyam myal 
aln lan 
portolan pronotal 
Alonso alsoon saloon 
Alonzo zoonal 
lapon nopal 
plasson sponsal 
latron lontar tornal 
salon sloan solan 
notal ontal talon tolan tonal 
pulsant upslant 
puntal unplat 
lunar ulnar urnal 
lunary uranyl 
sultan unsalt 
nylast Stanly 
Sylvan sylvan 
auntly lutany 
laun luna ulna unal 
unlay yulan 
lawny wanly 
alo Lao Loa loa 
alop opal 
parol polar poral proal 
postural pulsator sportula 
patrol portal tropal 
Lora lora oral 
rosal solar soral 
latro Rotal rotal toral 
rotula torula 
louvar ovular 
valor volar 
also sola 
lasso ossal 
alto Lota lota 
Lotta total 
layout Lutayo outlay 
Volta votal 
Atoxyl atoxyl 
alow Awol lowa 
alp lap pal 
Lapp palp plap 
paltry partly raptly 
parly pylar pyral 
salp slap 
spalt splat 
Palus palus pasul 
palsy splay 
palt plat 
aptly patly platy typal 
Paul upla 
paly play pyal pyla 
Lar lar 
rural urlar 
Larry larry 
Larus sural ursal 
Laurus Ursula 
rattly tartly 
Lutra ultra 
Alur laur lura Raul Ural ural 
aryl lyra ryal yarl 
las Sal sal sla 
saltus tussal 
last salt slat 
latus sault talus 
lasty salty slaty 
Saul Sula 
salvy sylva 
Lyas slay 
alt lat Tal tal 
twal Walt walt 
aulu Ulua ulua 
Ulva uval 
awl law 
aly lay 
am Ma ma 
Moorman moorman 
ammo mamo 
mastotomy stomatomy 
Mymar rammy 
Sammy sammy 
Tammy tammy 
man nam 
Manny manny 
mano moan mona Noam noma Oman 
monoazo Monozoa 
postwoman womanpost 
postman topsman 
potman tampon topman 
manor Moran Norma norma Ramon Roman 
ramson ransom 
manso Mason mason monas 
Samson samson 
Manto manto toman 
amount moutan outman 
Muran Ruman unarm unram urman 
mutant tantum tutman 
Maun maun Numa 
many myna 
mao oam 
protoma taproom 
astomous somatous 
tapmost topmast 
amor maro mora Omar roam 
marrot mortar 
mortuary outmarry 
stroam stroma 
amort morat torma 
mayor moray 
Amos soam soma 
atmos stoma Tomas 
atmo atom moat Toma 
Amoy Mayo 
map Pam pam 
pram ramp 
sputumary sumptuary 
mawp wamp 
arm Mar mar Ram ram 
arms Mars 
smart stram 
musar ramus rusma surma 
Syrma syrma 
Mart mart tram 
Martu Murat turma 
Marty tryma 
Arum maru Mura mura 
Mazur murza 
army Mary mary Myra yarm 
mas Sam sam sma 
Mass mass 
mast Mats stam 
matsu Tamus Tsuma 
masu Musa saum 
amt Mat mat tam 
muta taum 
aum mau 
maw Mwa 
Amy amy May may Mya yam 
an na 
Ann ann Nan nan 
nonnat nontan 
Nanny nanny 
anon Nona Onan 
napron nonpar 
santon sonant stanno 
Anton notan Tonna 
annoy nonya 
pannus sannup unsnap unspan 
naunt tunna 
unwan wunna 
noa Ona ona 
pronaos soprano 
aroon Oraon 
arnotto notator 
Naoto Toona 
patron tarpon 
Nora orna roan 
arson saron sonar 
asnort satron 
anurous uranous 
orant rotan toran trona 
attorn ratton rottan 
Naos naos 
atony ayont 
axon noxa oxan 
azon onza Ozan 
nap Pan pan 
surnap unspar 
pantry trypan 
unwarp unwrap 
snap span 
pansy snapy 
punta unapt untap 
napu puan puna 
arn nar Ran ran 
Saturn unstar 
sunray surnay Synura 
natr rant tarn Tran 
truant Turtan 
arnut tuarn untar 
raun Uran uran urna 
runway unwary 
anury unary unray 
warn wran 
nary yarn 
San san 
nasus Susan 
nast sant Stan 
staun suant 
stawn wasnt 
nasty styan tansy 
ansu anus 
sawn snaw swan 
ant nat tan 
Antu antu aunt naut taun Tuan tuan Tuna tuna 
nawt tawn want 
tawny wanty 
Yuan yuan 
Van van 
awn naw wan 
awny wany yawn 
any nay yan 
aposporous aprosopous 
asporous saporous 
potator taproot 
parrot raptor 
parroty portray tropary 
psora sapor sarpo 
asport pastor sproat 
postwar sapwort 
parous upsoar 
aport parto porta 
asop sapo soap 
passo psoas 
potass topass 
outpass passout 
atop pato 
apout taupo 
outpay Tapuyo 
Aro oar ora 
rostra sartor 
Rotary rotary 
arrowy yarrow 
asor Rosa soar sora 
ossuary suasory 
astor roast 
savor sorva 
rota taro tora 
ottar tarot torta troat 
travoy votary 
oast stoa Taos 
stoat toast 
oat Tao tao toa 
avo Ova ova 
azo Zoa zoa 
upwarp upwrap 
paup pupa 
par rap 
rasp Spar spar 
spart sprat strap traps 
raspy spary spray 
Part part prat rapt tarp trap 
party trypa 
prau rupa 
warp wrap 
asp sap spa 
past spat stap taps 
sputa staup stupa 
pasty Patsy 
Apus supa upas 
upsway upways 
swap Wasp wasp 
apt Pat pat tap 
Patty patty 
patu paut tapu 
pau pua 
paw wap 
pay pya yap 
ar ra 
Arry yarr 
ras sar 
Rastus tarsus 
Sart sart Star star stra tars tsar 
astrut Rattus Stuart 
Astur surat sutra 
straw swart warst 
strawy swarty 
Styrax styrax 
satyr stary stray trasy 
Rusa saur sura Ursa usar 
saury Surya 
Art art rat tar tra 
Ruta taur 
arty atry tray 
aru Rua ura 
raw war 
awry wary 
arx rax 
ary Ray ray yar 
As as sa 
Tass tass 
ast sat 
saut tasu utas 
sawt staw Swat swat taws twas wast 
saw swa was 
sway ways yaws 
say yas 
at ta 
Tat tat 
Tatu tatu taut 
twat watt 
tau tua Uta uta 
tav vat 
taw twa Wat wat 
tay yat 
uva vau 
aw Wa wa 
way yaw 
Ay ay ya 
B b 
blubber bubbler 
Bobby bobby 
clobber cobbler 
buckbush bushbuck 
dibbler dribble 
unbribed unribbed 
dibber ribbed 
dubber rubbed 
Debby debby 
Berberi rebribe 
bebog begob gobbe 
berrybush shrubbery 
Bible blibe 
libber ribble 
briber ribber 
burbler rubbler 
burble lubber rubble 
bomber mobber 
bobfly flobby 
gibbon gobbin 
Hobbism mobbish 
bilby Libby 
ribbon Robbin robbin 
burbly rubbly 
blub bulb 
Bourbon bourbon 
Bob bob 
bobo boob 
Bubo bubo 
Cerberic cerebric 
Benedict benedict 
bedsick sickbed 
combinedly molybdenic 
bodice ceboid 
bedrock brocked 
beduck bucked 
becloud obclude 
bedoctor codebtor 
borofluohydric hydrofluoboric 
cerebromeningitis meningocerebritis 
bechern bencher 
becher breech 
imperscriptible imprescriptible 
incontrovertible introconvertible 
Celtiberi terebilic 
unsusceptible unsuspectible 
susceptible suspectible 
perscribe prescribe 
becker rebeck 
cerebrum cumberer 
rubescent subcenter 
beglic Belgic 
bellypinch pinchbelly 
birchen brichen 
bechirp brephic 
benchwork workbench 
buncher rebunch 
bocher broche 
Bice bice 
incontrovertibility introconvertibility 
Incorruptible incorruptible 
brickel brickle 
bickern bricken 
Columbine columbine 
climber reclimb 
bricole corbeil orbicle 
becrimson scombrine 
Beck beck 
blocker brockle reblock 
bruckle buckler 
lobscourse lobscouser 
comber recomb 
cumber cumbre 
crebrous obscurer 
bescour Buceros obscure 
Bruce cebur cuber 
becry Bryce 
fibromucous mucofibrous 
biopsychology psychobiology 
bocking kingcob 
Bitulithic bitulithic 
brocho brooch 
borscht bortsch 
bulimic umbilic 
biotics Cobitis 
Brunswick brunswick 
plumbic upclimb 
boronic cobiron 
bicorn bicron 
boric cribo orbic 
bustic cubist 
butic cubit 
Bucky bucky 
columbo coulomb 
Colobus subcool 
Bosc scob 
bidented indebted 
birdseed seedbird 
bedrid bidder 
budder redbud 
bindwood woodbind 
disbud disdub 
Biddy biddy 
bed Deb deb 
dismemberer disremember 
breeder rebreed 
unbriefed unfibered 
debrief defiber fibered 
benedight benighted 
beringed breeding 
budgeter rebudget 
beholder rebehold 
ineludible unelidible 
debile edible 
bellied delible 
tunbellied unbilleted 
undelible unlibeled 
unbelied unedible 
demirobe embodier 
bemitred timbered 
bermudite demibrute 
birdeen inbreed 
berried briered 
bestride bistered 
bedel bleed 
unboweled unelbowed 
blender reblend 
blunderer reblunder 
blendure rebundle 
boweled elbowed 
bedless blessed 
beden deben Deneb 
rebounder underrobe 
overburden overburned 
perbend prebend 
bender berend rebend 
burdener reburden 
unbuttered unrebutted 
predoubter preobtrude 
borderer broderer 
brede breed rebed 
Thoroughbred thoroughbred 
bouldering redoubling 
bigoted dogbite 
begird bridge 
Bridger bridger 
bedog bodge 
Dogberry dogberry 
bedrug budger 
underbrush undershrub 
unbrushed underbush 
beshod debosh 
brushed subherd 
Beid bide Debi dieb 
dimble limbed 
blennoid blondine 
belonid boldine 
unbroiled underboil 
unboiled unilobed 
beloid boiled bolide 
birdlet driblet 
builder rebuild 
bedim imbed 
embind nimbed 
embryoid reimbody 
bitumed budtime 
birdstone stonebird 
binder inbred rebind 
burnsides sideburns 
turbined underbit 
bident indebt 
bodier boride Brodie 
bedip biped 
bedrip prebid 
bider bredi Bride bride rebid 
disturber redisturb 
disburse subsider 
burdie buried rubied 
busied subdie 
bidet debit 
bedusk busked 
bordello doorbell 
blonde bolden 
outblunder untroubled 
boldness bondless 
blunder bundler 
bundle unbled 
bodle boled lobed 
belord bordel rebold 
boulder doubler 
demob mobed 
bedroom Boerdom boredom 
beydom embody 
bounden unboned 
unburden unburned 
boden boned 
unborder underorb 
beround bounder rebound unbored unorbed unrobed 
bedrown browden 
bunder burden burned unbred 
bode dobe 
boder orbed 
border roberd 
bordure bourder 
doubter obtrude outbred redoubt 
bedur rebud redub 
Derby derby 
bedust bestud busted 
birdling bridling lingbird 
bounding unboding 
bodhi dhobi 
brushwood shrubwood 
bushwood woodbush 
bid dib 
buildup upbuild 
buirdly ludibry 
moribund unmorbid 
dibrom morbid 
biod boid 
biduous dubious 
bird drib 
blood boldo 
Bundu unbud undub 
bod Dob dob 
Bodo bood doob 
bord brod 
body Boyd doby 
burd drub 
Bud bud dub 
Bee bee 
Bessemerize bessemerize 
benefiter rebenefit 
benzofluorene fluorobenzene 
Gilbertese selbergite 
helleborein Helleborine 
benshee shebeen 
impressibleness permissibleness 
Bessemer bessemer 
Bernese besneer 
bepester prebeset 
besteer rebeset 
buffeter rebuffet 
befinger befringe 
befile belief 
briefless fiberless fibreless 
befret bereft 
Brighteyes brighteyes 
bigener rebegin 
beeswing beswinge 
Beguine beguine 
belonger rebelong 
begone engobe 
gerbe grebe rebeg 
Grubstreet grubstreet 
metrophlebitis phlebometritis 
Hebronite hebronite 
Phoebe phoebe 
berther Herbert 
kimberlite timberlike 
immersible semilimber 
unimpressible unpermissible 
impressible permissible 
berlinite libertine 
billeter rebillet 
beslime besmile 
nebelist stilbene tensible 
beltine tenible 
epibole epilobe 
belitter tribelet 
belite beltie bietle 
belive beveil 
bemire bireme 
retimber timberer 
benzein benzine 
berinse besiren 
Bertie betire rebite 
byerite ebriety 
bervie brieve 
bellower rebellow 
bellote lobelet 
bellyer rebelly 
bemole embole 
ennobler nonrebel 
boneless noblesse 
bluenose nebulose 
obversely verbosely 
blesser rebless 
butleress tuberless 
belter Elbert treble 
brulee burele reblue 
berley bleery 
belve bevel 
numberer renumber 
breme ember 
been bene Eben 
Bennet bennet 
boreen enrobe neebor rebone 
benote betone 
Eboe eboe 
Beroe boree 
rebore rerobe 
bestower rebestow 
observe obverse verbose 
beer bere bree 
brewer rebrew 
subserve subverse 
bestrew webster 
rebute retube 
bever breve 
beest beset 
bluffer rebluff 
buffer rebuff 
bonefish fishbone 
furbisher refurbish 
burnfire fireburn 
unbrief unfiber 
fibroserous serofibrous 
bifer brief Fiber fiber 
beflum fumble 
beflour fourble 
boggler broggle 
blighter therblig 
berthing brighten 
bughouse housebug 
bilge gibel 
bluegill gullible 
Gobelin gobelin gobline ignoble inglobe 
beslings blessing glibness 
Gilbert gilbert 
begin being binge 
bringer rebring 
blunger bungler 
blunge bungle 
bogle globe 
boglet goblet 
bugler bulger burgle 
bugle bulge 
bego Egbo 
booger goober 
bouget outbeg 
bogue bouge 
berg gerb 
bugre gebur 
shoebrush shorebush 
prohibiter reprohibit 
brushlike shrublike 
bluishness blushiness 
publisher republish 
hipbone hopbine 
burnisher reburnish 
behint henbit 
brither rebirth 
Phlebotomus phlebotomus 
hypobole lyophobe 
brothelry brotherly 
brushless shrubless 
brushlet shrublet 
behorn brehon 
boother theorbo 
herbous subhero 
Herb herb 
brusher rebrush 
busher rebush 
berth breth 
Hubert turbeh 
Beth beth theb 
impressibility permissibility 
Belili Billie 
snipebill spinebill 
impressibly permissibly 
Niobite niobite 
bike kibe 
Bromeikon bromeikon 
bulletin unbillet 
biller rebill 
bemoil mobile 
benzonitrol nitrobenzol 
betulin bluntie 
nubile unible 
boilover overboil 
boiler reboil 
blisterwort bristlewort 
birle Liber liber 
Bersil birsle 
blister bristle 
Beltir riblet 
blitter brittle triblet 
nibsome nimbose 
boreism semiorb 
betrim timber timbre 
burmite imbrute terbium 
erbium imbrue 
Beni beni bien bine inbe 
bornite robinet 
Botein tobine 
brine enrib 
bittern britten 
tribune tuberin turbine 
burnie rubine 
butein butine intube 
Setibo sobeit 
bowie woibe 
Beri bier brei ribe 
berri brier 
brisure bruiser 
birse Ribes 
bestir bister 
biter tribe 
besit betis 
bizet zibet 
Benjy benjy 
bulker rebulk 
bemusk embusk 
booker Brooke rebook 
bework bowker 
bruke burke 
Bel bel elb 
beroll boller 
blotless boltless 
bummler mumbler 
bloomer rebloom 
tumbler tumbrel 
lumber rumble umbrel 
umbel umble 
bleo bole lobe 
overblow overbowl 
Pueblo pueblo 
blore roble 
bolster lobster 
bolter orblet reblot rebolt 
blotter bottler 
boulter trouble 
blower bowler reblow worble 
outbustle outsubtle 
besoul blouse obelus 
beslow bowels 
below bowel elbow 
burler burrel 
bluster brustle bustler 
bulter burlet Butler butler 
brutely butlery 
bluer Brule burel ruble 
bustle sublet subtle 
blues bulse 
belt blet 
buttle tublet 
blue lube 
unsomber unsombre 
brome omber 
somber sombre 
bestorm mobster 
retomb trombe 
brume umber 
embus sebum 
Ben ben neb 
Benton bonnet 
Benny benny 
beno bone ebon 
Borneo Oberon 
boner borne 
burnover overburn 
browner rebrown 
buttoner rebutton 
bonzer bronze 
subnote subtone unbesot 
Boney ebony 
benzo bonze 
burner reburn 
Brent brent 
brunet Bunter bunter burnet 
Benu unbe 
borrower reborrow 
Berossos obsessor 
besoot Bootes 
probe rebop 
Boer bore robe 
borer rerob rober 
boser brose sober 
besour Boreus bourse bouser 
Bowery bowery bowyer owerby 
Boxer boxer rebox 
betoss bosset 
besot betso 
bote tobe 
bezzo bozze 
ber reb 
burster reburst 
berust buster stuber 
burse rebus suber 
Bert Bret bret 
Brett brett 
brute buret rebut tuber 
bure Reub Rube 
buyer rebuy 
brey byre yerb 
Betty betty 
Bute Tebu tube 
bey bye 
burfish furbish 
bulimiform umbiliform 
rubify urbify 
blowfly flyblow 
biggin gibing 
brugh burgh 
big Gib gib 
boomingly myoglobin 
globin goblin lobing 
boringly goblinry 
biltong bolting 
blotting bottling 
blowing bowling 
boring robing 
Bugi guib 
bogum gumbo 
Bongo bongo 
bungo unbog 
bog gob 
Bogo bogo gobo 
borg brog gorb 
bogy bygo goby 
burg grub 
mobship phobism 
boyship shipboy 
birth brith 
bookshop shopbook 
boho hobo 
bohor rohob 
broth throb 
both thob 
brush shrub 
bisti Bitis 
Bill bill 
Billy billy 
bluism limbus 
blimy limby 
bilo boil 
sibyl Sybil 
Bim mib 
bimotors robotism 
bin nib 
bino bion Boni 
Biron inorb Robin robin 
insorb sorbin 
birn brin 
bruin burin inrub 
birny briny 
nibs snib 
Ibo obi 
boopis obispo 
bios Bois 
bito obit 
Buri buri 
bis sib 
bit tib 
Job job 
bojo jobo 
bookwork workbook 
bonk knob 
bunk knub 
boxwork workbox 
bouk kobu 
bloomy lomboy 
blosmy symbol 
blo lob 
Bolo bolo bool lobo obol 
blowout outblow outbowl 
booly looby 
blowup upblow 
blot bolt 
blow bowl 
blowy bowly 
blur burl 
bom mob 
brumous umbrous 
Bonny bonny 
Bon bon nob 
boron broon 
Boston boston 
burnout outburn 
bourn Bruno 
bosn nobs snob 
bonus bosun 
bony byon 
brunt burnt 
burny runby 
bunty Butyn 
bun nub 
boor Boro boro broo 
boort robot 
boost boots 
bozo zobo 
bop pob 
bor orb Rob rob 
burro robur rubor 
Sorb sorb 
Sorbus sorbus 
outburst subtutor 
bort brot 
